[CUDA Bandwidth Test] - Starting...
Running on...

 Device 0: NVIDIA GeForce RTX 2080 Ti
 Shmoo Mode

 Kernel 3

Kernel Launch Configuration Grid Size: 1, Block Size: 1024.Kernel Launch Configuration Grid Size: 2, Block Size: 1024.Kernel Launch Configuration Grid Size: 3, Block Size: 1024.Kernel Launch Configuration Grid Size: 4, Block Size: 1024.Kernel Launch Configuration Grid Size: 5, Block Size: 1024.Kernel Launch Configuration Grid Size: 6, Block Size: 1024.Kernel Launch Configuration Grid Size: 7, Block Size: 1024.Kernel Launch Configuration Grid Size: 8, Block Size: 1024.Kernel Launch Configuration Grid Size: 9, Block Size: 1024.Kernel Launch Configuration Grid Size: 10, Block Size: 1024.Kernel Launch Configuration Grid Size: 11, Block Size: 1024.Kernel Launch Configuration Grid Size: 12, Block Size: 1024.Kernel Launch Configuration Grid Size: 13, Block Size: 1024.Kernel Launch Configuration Grid Size: 14, Block Size: 1024.Kernel Launch Configuration Grid Size: 15, Block Size: 1024.Kernel Launch Configuration Grid Size: 16, Block Size: 1024.Kernel Launch Configuration Grid Size: 17, Block Size: 1024.Kernel Launch Configuration Grid Size: 18, Block Size: 1024.Kernel Launch Configuration Grid Size: 19, Block Size: 1024.Kernel Launch Configuration Grid Size: 20, Block Size: 1024.Kernel Launch Configuration Grid Size: 22, Block Size: 1024.Kernel Launch Configuration Grid Size: 24, Block Size: 1024.Kernel Launch Configuration Grid Size: 26, Block Size: 1024.Kernel Launch Configuration Grid Size: 28, Block Size: 1024.Kernel Launch Configuration Grid Size: 30, Block Size: 1024.Kernel Launch Configuration Grid Size: 32, Block Size: 1024.Kernel Launch Configuration Grid Size: 34, Block Size: 1024.Kernel Launch Configuration Grid Size: 36, Block Size: 1024.Kernel Launch Configuration Grid Size: 38, Block Size: 1024.Kernel Launch Configuration Grid Size: 40, Block Size: 1024.Kernel Launch Configuration Grid Size: 42, Block Size: 1024.Kernel Launch Configuration Grid Size: 43, Block Size: 1024.Kernel Launch Configuration Grid Size: 45, Block Size: 1024.Kernel Launch Configuration Grid Size: 47, Block Size: 1024.Kernel Launch Configuration Grid Size: 49, Block Size: 1024.Kernel Launch Configuration Grid Size: 59, Block Size: 1024.Kernel Launch Configuration Grid Size: 69, Block Size: 1024.Kernel Launch Configuration Grid Size: 79, Block Size: 1024.Kernel Launch Configuration Grid Size: 88, Block Size: 1024.Kernel Launch Configuration Grid Size: 98, Block Size: 1024.Kernel Launch Configuration Grid Size: 196, Block Size: 1024.Kernel Launch Configuration Grid Size: 293, Block Size: 1024.Kernel Launch Configuration Grid Size: 391, Block Size: 1024.Kernel Launch Configuration Grid Size: 489, Block Size: 1024.Kernel Launch Configuration Grid Size: 586, Block Size: 1024.Kernel Launch Configuration Grid Size: 684, Block Size: 1024.Kernel Launch Configuration Grid Size: 782, Block Size: 1024.Kernel Launch Configuration Grid Size: 879, Block Size: 1024.Kernel Launch Configuration Grid Size: 977, Block Size: 1024.Kernel Launch Configuration Grid Size: 1954, Block Size: 1024.Kernel Launch Configuration Grid Size: 2930, Block Size: 1024.Kernel Launch Configuration Grid Size: 3907, Block Size: 1024.Kernel Launch Configuration Grid Size: 4883, Block Size: 1024.Kernel Launch Configuration Grid Size: 5860, Block Size: 1024.Kernel Launch Configuration Grid Size: 6836, Block Size: 1024.Kernel Launch Configuration Grid Size: 7813, Block Size: 1024.Kernel Launch Configuration Grid Size: 8790, Block Size: 1024.Kernel Launch Configuration Grid Size: 9766, Block Size: 1024.Kernel Launch Configuration Grid Size: 10743, Block Size: 1024.Kernel Launch Configuration Grid Size: 11719, Block Size: 1024.Kernel Launch Configuration Grid Size: 12696, Block Size: 1024.Kernel Launch Configuration Grid Size: 13672, Block Size: 1024.Kernel Launch Configuration Grid Size: 14649, Block Size: 1024.Kernel Launch Configuration Grid Size: 15625, Block Size: 1024.Kernel Launch Configuration Grid Size: 17579, Block Size: 1024.Kernel Launch Configuration Grid Size: 19532, Block Size: 1024.Kernel Launch Configuration Grid Size: 21485, Block Size: 1024.Kernel Launch Configuration Grid Size: 23438, Block Size: 1024.Kernel Launch Configuration Grid Size: 25391, Block Size: 1024.Kernel Launch Configuration Grid Size: 27344, Block Size: 1024.Kernel Launch Configuration Grid Size: 29297, Block Size: 1024.Kernel Launch Configuration Grid Size: 31250, Block Size: 1024.Kernel Launch Configuration Grid Size: 35157, Block Size: 1024.Kernel Launch Configuration Grid Size: 39063, Block Size: 1024.Kernel Launch Configuration Grid Size: 42969, Block Size: 1024.Kernel Launch Configuration Grid Size: 46875, Block Size: 1024.Kernel Launch Configuration Grid Size: 50782, Block Size: 1024.Kernel Launch Configuration Grid Size: 54688, Block Size: 1024.Kernel Launch Configuration Grid Size: 58594, Block Size: 1024.Kernel Launch Configuration Grid Size: 62500, Block Size: 1024.Kernel Launch Configuration Grid Size: 66407, Block Size: 1024.
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.0 GB/s, Time = 0.00035 s, Size = 1000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.0 GB/s, Time = 0.00004 s, Size = 2000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.1 GB/s, Time = 0.00003 s, Size = 3000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.1 GB/s, Time = 0.00003 s, Size = 4000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.2 GB/s, Time = 0.00003 s, Size = 5000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.2 GB/s, Time = 0.00003 s, Size = 6000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.2 GB/s, Time = 0.00003 s, Size = 7000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.3 GB/s, Time = 0.00003 s, Size = 8000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.3 GB/s, Time = 0.00003 s, Size = 9000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.3 GB/s, Time = 0.00003 s, Size = 10000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.4 GB/s, Time = 0.00003 s, Size = 11000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.4 GB/s, Time = 0.00003 s, Size = 12000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.4 GB/s, Time = 0.00003 s, Size = 13000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.5 GB/s, Time = 0.00003 s, Size = 14000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.5 GB/s, Time = 0.00003 s, Size = 15000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.5 GB/s, Time = 0.00003 s, Size = 16000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.5 GB/s, Time = 0.00003 s, Size = 17000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.6 GB/s, Time = 0.00003 s, Size = 18000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.6 GB/s, Time = 0.00003 s, Size = 19000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.7 GB/s, Time = 0.00003 s, Size = 20000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.6 GB/s, Time = 0.00003 s, Size = 22000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.8 GB/s, Time = 0.00003 s, Size = 24000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.8 GB/s, Time = 0.00003 s, Size = 26000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 0.9 GB/s, Time = 0.00003 s, Size = 28000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 1.0 GB/s, Time = 0.00003 s, Size = 30000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 1.0 GB/s, Time = 0.00003 s, Size = 32000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 1.0 GB/s, Time = 0.00003 s, Size = 34000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 1.1 GB/s, Time = 0.00003 s, Size = 36000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 1.1 GB/s, Time = 0.00003 s, Size = 38000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 1.2 GB/s, Time = 0.00003 s, Size = 40000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 1.3 GB/s, Time = 0.00003 s, Size = 42000 bytes, NumDevsUsed = 1
bandwidthTest-H2D-Pinned-kernel3-bytesperinst4, Bandwidth = 1.2 GB/s, Time = 0.00004 s, Size = 44000 bytes, NumDevsUsed = 1
